developer_id,age,gender,city,state,marital_status,education_level,company_type,company_size,job_role,employment_type,experience_years,salary_lpa,years_in_current_company,promotion_last_2_years,remote_work_ratio,weekly_work_hours,weekend_work_frequency,night_shift_frequency,layoffs_seen_in_company,number_of_switches,primary_language,tech_stack,ai_tools_usage_hours_per_week,upskilling_hours_per_week,leetcode_problems_solved,certifications_count,side_projects_count,github_activity_score,interview_preparation_hours_weekly,stress_level,burnout_score,anxiety_score,sleep_hours,caffeine_intake_per_day,work_life_balance_rating,imposter_syndrome_score,social_media_usage_hours,physical_activity_days_per_week,therapy_or_counseling,layoff_anxiety_score,ai_replacement_fear_score,job_security_confidence,emergency_savings_months,linkedin_job_search_activity,applied_jobs_last_30_days,burnout_risk_category,likely_to_switch_job,mentally_exhausted,high_layoff_risk
Dev00063,22,Male,Hyderabad,Telangana,Single,Bca,Startup,1-10,Data Engineer,Full-Time,2.2,31.06,2.2,No,76,58.0,Often,Sometimes,No,1,Python,Flask/Redis/Aws,0.3,5.7,57.0,0.0,1.0,46.6,1.5,3.9,6.3,2.7,6.2,3.0,4.4,2.6,2.8,6,Yes - Occasionally,2.1,5.6,8.6,7.0,High,8,Medium,Yes,Yes,No
Dev00064,22,Female,Mumbai,Maharashtra,In A Relationship,M.Tech,Service-Based,5000+,Devops Engineer,Full-Time,4.1,7.21,0.8,No,2,53.3,Sometimes,Sometimes,Yes - Minor (<5%),4,Python,Pytorch/Kubernetes,3.9,1.3,41.0,0.0,0.0,61.4,2.3,5.9,5.0,4.5,6.6,6.0,7.4,4.2,4.4,2,No,3.8,3.9,7.5,1.0,,4,Medium,No,No,No
Dev00065,32,Female,Bengaluru,Karnataka,Married,Mca,Service-Based,5000+,Full Stack Developer,Full-Time,8.2,19.22,1.2,Yes,62,46.0,Rarely,Rarely,Yes - Major (>20%),2,Python,Pytorch/Kubernetes,5.4,2.1,80.0,2.0,0.0,14.6,0.4,3.0,3.1,1.9,5.5,0.0,5.8,6.3,3.4,3,No,4.6,5.2,6.9,12.0,High,8,Low,Maybe,No,No
Dev00066,35,Female,Pune,Maharashtra,Married,M.Tech,Service-Based,5000+,Backend Developer,Full-Time,1.8,19.69,1.8,No,19,43.3,Rarely,Often,No,0,Swift,Ios/Swiftui/Firebase,1.4,1.2,46.0,2.0,3.0,24.8,2.4,4.7,4.6,5.1,5.6,4.0,7.7,3.0,2.1,1,Yes - Occasionally,5.3,9.2,8.8,2.0,Low,4,Low,No,No,No
Dev00067,28,Male,Ahmedabad,Gujarat,Single,B.Tech,Service-Based,5000+,Backend Developer,Freelance,12.7,29.07,1.3,No,81,42.4,Always,Never,Yes - Moderate (5-20%),2,Kotlin,Spring/Coroutines/Gcp,3.1,5.2,398.0,2.0,2.0,0.0,6.0,1.0,1.9,1.2,5.4,1.0,6.9,5.8,6.8,4,No,4.9,5.7,8.2,2.0,Medium,3,Low,No,No,No
Dev00068,33,Female,Pune,Maharashtra,Single,Mca,Service-Based,1001-5000,Full Stack Developer,Full-Time,11.1,31.74,0.4,Yes,42,52.1,Rarely,Never,Yes - Major (>20%),7,Java,Hibernate/Oracle/Jenkins,2.3,9.7,228.0,1.0,1.0,80.5,2.3,5.6,4.9,5.3,3.5,2.0,5.7,3.3,6.0,3,No,5.5,4.1,4.6,4.0,,1,Low,No,No,No
Dev00069,30,Male,Delhi,Delhi,Married,B.Tech,Service-Based,201-1000,Qa Engineer,Full-Time,4.9,16.54,2.5,No,81,38.1,Rarely,Often,Yes - Minor (<5%),3,Javascript,Vue/Django/Postgresql,3.1,2.6,87.0,2.0,1.0,30.5,1.5,3.4,2.9,2.3,5.8,3.0,7.5,4.9,1.4,0,No,3.4,4.0,6.4,3.0,Medium,5,Low,No,Yes,No
Dev00070,25,Female,Mumbai,Maharashtra,Married,Phd,Freelance,1-10,Backend Developer,Full-Time,5.4,14.21,5.4,No,93,57.5,Sometimes,Never,Yes - Minor (<5%),4,Java,Hibernate/Oracle/Jenkins,3.7,1.0,559.0,2.0,1.0,51.2,1.4,5.4,5.8,6.3,4.5,2.0,5.3,3.5,2.1,3,Yes - Regularly,5.8,5.0,6.0,6.0,Low,3,Medium,No,Yes,No
Dev00071,30,Male,Bengaluru,Karnataka,Single,Bca,Startup,1-10,Cybersecurity Analyst,Full-Time,5.7,26.72,1.1,Yes,60,49.1,Sometimes,Often,Yes - Moderate (5-20%),3,Go,Gin/Grpc/Kubernetes,10.2,7.1,48.0,1.0,0.0,21.5,0.9,7.2,6.5,6.1,5.4,4.0,6.5,7.5,4.2,2,,6.3,4.3,5.2,3.0,High,4,High,Maybe,No,No
Dev00072,36,Male,Mumbai,Maharashtra,Single,M.Tech,Startup,51-200,Data Engineer,Full-Time,2.5,26.09,2.5,No,60,60.4,Rarely,Often,Yes - Minor (<5%),2,Python,Flask/Redis/Aws,10.0,25.0,24.0,3.0,0.0,10.4,4.8,6.8,5.7,5.7,4.8,3.0,7.0,6.1,2.4,3,No,5.1,6.1,8.0,1.0,Low,4,Medium,No,No,No
Dev00073,28,Male,Pune,Maharashtra,Single,B.E,Startup,11-50,Cybersecurity Analyst,Freelance,3.5,26.47,1.4,No,36,36.9,Rarely,Rarely,Yes - Minor (<5%),2,C++,Qt/Cmake/Linux,1.8,1.1,31.0,2.0,,34.6,1.4,4.0,2.6,3.8,6.5,4.0,8.8,7.1,2.0,3,Yes - Regularly,4.1,3.9,7.6,1.0,High,6,Low,Maybe,No,No
Dev00074,36,Female,Pune,Maharashtra,Divorced,B.Tech,Startup,1-10,Sre,Full-Time,2.1,14.68,2.1,Yes,39,47.7,Rarely,Never,No,3,Python,Flask/Redis/Aws,6.9,,29.0,2.0,2.0,30.2,1.6,5.2,5.1,3.3,7.1,3.0,6.7,4.9,0.5,3,No,1.0,3.5,8.7,5.0,,1,Medium,No,No,No
Dev00075,21,Male,Bengaluru,Karnataka,Single,B.E,Service-Based,5000+,Backend Developer,Full-Time,11.7,24.61,1.2,No,37,46.3,Often,Rarely,Yes - Minor (<5%),3,Java,Microservices/Kafka/Docker,1.6,7.6,,1.0,4.0,73.9,2.8,4.3,3.5,4.3,5.6,1.0,6.4,5.9,8.0,2,No,2.5,3.8,8.6,8.0,Medium,4,Medium,No,Yes,No
Dev00076,32,Male,Pune,Maharashtra,Married,B.Tech,Product-Based,1001-5000,Data Engineer,Full-Time,7.3,36.28,1.9,No,62,53.5,Sometimes,Never,Yes - Minor (<5%),4,Kotlin,Spring/Coroutines/Gcp,2.3,2.3,201.0,2.0,0.0,0.0,5.1,2.0,2.8,1.7,7.4,2.0,8.9,5.2,1.0,3,No,1.6,3.1,7.3,7.0,Low,1,Low,No,No,No
Dev00077,28,Female,Bengaluru,Karnataka,Married,M.Tech,Government/Psu,5000+,Full Stack Developer,Full-Time,1.9,45.35,1.9,Yes,42,55.3,Often,Never,Yes - Minor (<5%),3,Java,Microservices/Kafka/Docker,2.8,6.9,146.0,1.0,2.0,50.0,4.7,7.3,6.7,4.9,5.4,2.0,5.7,4.4,1.1,3,No,6.8,9.6,5.6,6.0,,1,High,No,Yes,No
Dev00078,26,Male,Bengaluru,Karnataka,Married,M.Tech,Product-Based,1001-5000,Cybersecurity Analyst,Contract,3.7,37.73,3.2,No,56,46.7,Never,Never,Yes - Major (>20%),4,Swift,Ios/Swiftui/Firebase,9.1,2.0,65.0,2.0,0.0,3.1,,3.7,4.6,4.8,4.0,1.0,7.6,6.4,1.1,2,Yes - Occasionally,4.6,1.6,5.4,3.0,Low,5,Low,No,No,No
Dev00079,28,Male,Pune,Maharashtra,Married,B.Tech,Service-Based,201-1000,Frontend Developer,Freelance,2.5,12.87,0.8,No,41,42.9,Rarely,Never,Yes - Moderate (5-20%),4,Python,Pytorch/Kubernetes,1.1,6.8,19.0,0.0,1.0,63.3,3.9,4.1,4.2,1.7,6.4,0.0,7.3,7.1,,3,No,5.3,4.6,7.0,2.0,,6,Low,Maybe,Yes,No
Dev00080,21,Male,Hyderabad,Telangana,Single,B.Tech,Product-Based,1001-5000,Data Scientist,Full-Time,9.2,44.81,1.3,Yes,57,37.9,Rarely,Rarely,No,4,Typescript,Next.Js/Prisma/Vercel,3.8,6.4,55.0,0.0,3.0,38.8,6.9,4.1,4.3,2.9,5.2,3.0,6.1,10.0,3.2,4,No,4.8,6.0,8.7,14.0,Very High,9,Low,Yes,No,No
Dev00081,27,Male,Kolkata,West Bengal,In A Relationship,B.Tech,Product-Based,5000+,Backend Developer,Contract,2.9,34.07,2.9,Yes,0,39.9,Sometimes,Often,Yes - Minor (<5%),2,Python,Flask/Redis/Aws,2.6,8.3,48.0,2.0,0.0,2.8,13.8,3.8,2.4,3.5,7.0,1.0,9.4,3.8,2.3,2,No,4.4,7.0,6.1,5.0,High,9,Low,Maybe,No,No
Dev00082,30,Female,Hyderabad,Telangana,Married,Phd,Startup,1-10,Backend Developer,Full-Time,6.0,30.0,0.6,No,41,35.0,Sometimes,Sometimes,Yes - Major (>20%),1,Java,Spring Boot/Mysql/Aws,4.2,8.2,44.0,2.0,1.0,26.6,2.6,3.6,6.2,4.2,7.1,4.0,5.2,3.9,8.0,6,No,6.1,7.0,4.7,4.0,Very High,8,Medium,Yes,No,No
Dev00083,36,Female,Noida,Uttar Pradesh,Married,B.Tech,Service-Based,5000+,Data Engineer,Full-Time,1.8,19.6,1.8,No,45,42.3,Rarely,Never,Yes - Minor (<5%),1,C++,Embedded/Rtos/Bazel,9.6,0.4,62.0,0.0,5.0,7.7,1.9,5.9,6.1,4.5,6.7,2.0,6.1,4.8,8.0,2,Yes - Occasionally,5.6,7.6,5.9,4.0,,5,Medium,No,No,No
Dev00084,25,Male,Mumbai,Maharashtra,Single,Mca,Freelance,1-10,Cloud Engineer,Contract,5.6,19.13,0.7,No,82,52.0,Often,Never,No,3,Javascript,React/Node/Firebase,1.1,5.6,145.0,2.0,2.0,24.2,0.5,7.6,5.0,6.9,7.0,2.0,6.1,3.3,0.8,2,Yes - Regularly,3.4,2.9,7.3,11.0,High,5,Medium,No,No,No
Dev00085,24,Prefer Not To Say,Noida,Uttar Pradesh,Married,Mba Tech,Product-Based,201-1000,Data Scientist,Full-Time,3.4,24.7,0.5,Yes,63,43.3,Always,Often,No,2,Python,Pytorch/Kubernetes,18.6,2.9,191.0,2.0,2.0,1.3,11.1,5.7,4.8,5.4,5.5,1.0,6.4,5.4,0.8,3,No,2.2,2.2,6.9,1.0,Very High,10,Low,Maybe,Yes,No
Dev00086,25,Male,Hyderabad,Telangana,Single,B.Tech,Product-Based,201-1000,Data Scientist,Full-Time,1.4,49.39,1.4,No,84,42.7,Often,Never,Yes - Minor (<5%),6,Php,Laravel/Mysql/Nginx,5.6,6.9,47.0,1.0,3.0,20.4,0.7,1.8,3.5,1.3,5.8,3.0,9.7,5.7,2.4,1,No,4.4,4.5,5.6,7.0,Very High,9,Low,Yes,Yes,No
Dev00087,33,Male,Kochi,Kerala,Single,B.Sc Cs,Product-Based,201-1000,Android Developer,Full-Time,5.1,31.14,2.1,No,39,47.4,Often,Never,Yes - Major (>20%),2,Java,Spring Boot/Mysql/Aws,7.2,14.1,130.0,1.0,2.0,54.0,0.2,4.5,5.3,4.2,3.5,5.0,6.5,5.7,1.1,3,Yes - Occasionally,3.8,4.4,5.8,3.0,Very High,8,Medium,Maybe,No,No
Dev00088,30,Male,Mumbai,Maharashtra,Married,M.Tech,Startup,51-200,Full Stack Developer,Full-Time,5.4,23.49,1.0,No,19,60.7,Sometimes,Never,Yes - Major (>20%),4,Kotlin,Spring/Coroutines/Gcp,3.1,2.8,50.0,2.0,1.0,2.7,4.1,2.9,5.3,3.1,6.3,2.0,5.7,6.1,2.2,1,No,4.0,4.2,6.7,2.0,,0,Medium,No,No,No
Dev00089,25,Male,Delhi,Delhi,Married,B.Tech,Freelance,1-10,Android Developer,Full-Time,18.6,39.24,7.6,No,83,44.9,Rarely,Never,Yes - Moderate (5-20%),3,Swift,Ios/Swiftui/Firebase,13.4,1.1,40.0,0.0,2.0,20.4,4.5,4.2,3.8,4.2,6.6,2.0,6.6,2.0,3.1,4,No,6.2,4.8,5.7,2.0,,2,Low,No,No,No
Dev00090,31,Male,Hyderabad,Telangana,Married,Mba Tech,Service-Based,1001-5000,Data Scientist,Contract,5.8,15.29,0.3,No,42,36.5,Always,Rarely,Yes - Major (>20%),4,Java,Hibernate/Oracle/Jenkins,1.8,4.7,712.0,0.0,6.0,41.9,8.7,5.4,2.7,4.3,5.9,2.0,9.3,7.3,1.0,2,Yes - Regularly,6.5,5.0,6.8,7.0,Medium,6,Low,Maybe,No,No
Dev00091,29,Female,Bengaluru,Karnataka,Single,B.Tech,Service-Based,1001-5000,Devops Engineer,Full-Time,4.8,18.37,1.6,No,0,39.6,Sometimes,Rarely,No,1,Java,Microservices/Kafka/Docker,7.3,0.7,28.0,3.0,1.0,13.9,9.1,2.9,2.7,3.1,4.6,2.0,8.2,5.2,1.4,3,No,4.7,5.6,7.8,3.0,High,8,Low,Maybe,Yes,No
Dev00092,33,Female,Chennai,Tamil Nadu,Married,B.Tech,Government/Psu,5000+,Data Engineer,Full-Time,12.7,18.94,2.8,Yes,40,35.7,Always,Rarely,Yes - Minor (<5%),4,Javascript,React/Node/Firebase,8.6,0.9,232.0,2.0,2.0,31.9,4.6,2.6,2.9,2.6,5.0,0.0,8.1,5.0,6.6,4,No,1.3,3.9,9.2,1.0,Medium,5,Low,No,Yes,No
Dev00093,24,Male,Bengaluru,Karnataka,Single,Mca,Product-Based,51-200,Data Scientist,Full-Time,9.7,34.8,4.8,Yes,58,43.3,Sometimes,Rarely,Yes - Moderate (5-20%),3,Typescript,React/Graphql/Aws,5.7,15.2,90.0,1.0,1.0,31.8,2.1,3.7,3.9,3.3,5.0,2.0,8.6,3.3,3.1,7,No,2.9,6.2,7.9,10.0,Low,5,Low,No,No,No
Dev00094,26,Male,Pune,Maharashtra,Married,B.Sc Cs,Service-Based,201-1000,Full Stack Developer,Full-Time,3.6,11.13,2.7,No,1,53.1,Sometimes,Sometimes,Yes - Moderate (5-20%),2,Python,Pandas/Spark/Airflow,7.0,0.8,348.0,0.0,2.0,38.7,1.3,7.4,3.3,7.0,7.7,3.0,6.2,5.4,6.1,1,No,5.1,3.2,5.7,4.0,Very High,8,Medium,Maybe,No,No
Dev00095,26,Female,Bengaluru,Karnataka,Single,B.E,Service-Based,201-1000,Sre,Contract,4.8,18.91,0.1,Yes,0,40.8,Never,Rarely,No,4,Python,Flask/Redis/Aws,1.6,4.6,34.0,0.0,3.0,34.6,0.0,3.2,2.4,2.6,4.6,4.0,7.1,7.1,0.5,6,Yes - Occasionally,2.7,4.7,8.2,7.0,Medium,6,Medium,Maybe,Yes,No
Dev00096,21,Female,Chennai,Tamil Nadu,Married,B.E,Product-Based,1001-5000,Sre,Freelance,13.8,57.11,0.4,No,61,37.0,Rarely,Never,Yes - Minor (<5%),0,Python,Pytorch/Kubernetes,1.4,7.8,672.0,3.0,3.0,7.0,1.6,1.0,1.5,1.0,8.8,1.0,9.1,3.4,2.4,1,Yes - Occasionally,1.7,1.0,8.7,10.0,,4,Low,No,No,No
Dev00097,30,Female,Indore,Madhya Pradesh,Married,B.Sc Cs,Product-Based,1001-5000,Ios Developer,Part-Time,4.7,40.32,1.7,No,37,50.8,Sometimes,Never,Yes - Moderate (5-20%),3,Java,Spring Boot/Mysql/Aws,4.4,3.4,182.0,2.0,2.0,0.0,3.4,2.3,3.2,2.2,4.9,6.0,9.8,8.4,7.9,0,No,4.1,4.9,6.7,5.0,High,8,Low,Maybe,Yes,No
Dev00098,29,Male,Pune,Maharashtra,Single,B.Tech,Product-Based,5000+,Ml Engineer,Full-Time,6.6,47.26,0.4,No,100,32.2,Sometimes,Rarely,No,1,Typescript,Next.Js/Prisma/Vercel,2.1,6.5,108.0,0.0,0.0,23.1,5.2,1.9,3.7,2.9,4.4,5.0,7.5,5.5,7.4,1,Yes - Occasionally,2.5,2.5,8.6,11.0,,3,Low,No,Yes,No
Dev00099,28,Female,Gurugram,Haryana,Single,B.Tech,Freelance,1-10,Full Stack Developer,Part-Time,2.1,32.28,2.1,No,78,43.1,Sometimes,Rarely,No,1,Python,Pytorch/Kubernetes,8.9,4.3,187.0,1.0,1.0,7.4,1.7,3.4,4.8,5.6,4.9,1.0,7.9,5.4,4.3,3,Yes - Occasionally,1.7,4.2,8.5,1.0,High,6,Low,Maybe,Yes,No
Dev00100,27,Male,Pune,Maharashtra,Married,B.Tech,Startup,11-50,Frontend Developer,Full-Time,6.6,34.94,0.5,Yes,100,38.1,Always,Rarely,No,0,Java,Hibernate/Oracle/Jenkins,1.4,25.0,174.0,0.0,1.0,52.3,6.9,3.0,2.8,2.5,8.2,4.0,9.7,5.1,3.9,0,Yes - Occasionally,1.1,4.4,7.9,1.0,,2,Low,No,No,No
Dev00101,21,Male,Pune,Maharashtra,Married,Mca,Freelance,1-10,Backend Developer,Full-Time,3.4,14.12,2.3,No,89,61.5,Sometimes,Never,Yes - Minor (<5%),1,Java,Hibernate/Oracle/Jenkins,5.9,0.4,60.0,3.0,1.0,22.0,0.4,6.5,7.0,6.1,6.1,3.0,4.2,3.0,1.6,2,No,5.7,5.8,5.4,5.0,High,10,High,Yes,Yes,No
Dev00102,26,Male,Kolkata,West Bengal,Married,Bca,Service-Based,1001-5000,Qa Engineer,Contract,1.8,7.75,0.9,No,65,46.4,Often,Never,No,2,Python,Pandas/Spark/Airflow,1.8,1.3,328.0,2.0,0.0,32.9,0.7,7.7,7.1,7.1,5.5,4.0,4.8,4.0,3.6,3,No,9.3,9.9,4.1,14.0,Low,6,Medium,Maybe,Yes,No
Dev00103,26,Male,Ahmedabad,Gujarat,Married,B.Tech,Startup,51-200,Frontend Developer,Full-Time,9.5,40.19,2.2,No,64,58.6,Never,Rarely,Yes - Minor (<5%),0,Java,Hibernate/Oracle/Jenkins,1.6,4.2,335.0,1.0,1.0,19.4,,4.2,3.1,1.1,5.3,3.0,8.2,3.7,5.2,1,No,1.7,4.3,8.8,36.0,High,7,Low,Maybe,Yes,No
Dev00104,24,Male,Gurugram,Haryana,Single,B.Tech,Startup,1-10,Ml Engineer,Full-Time,5.9,15.61,1.3,Yes,21,55.4,Sometimes,Never,No,2,Python,Pandas/Spark/Airflow,1.2,3.6,67.0,3.0,3.0,31.8,4.0,4.4,5.8,4.3,6.3,2.0,6.0,9.0,1.1,3,No,3.2,3.4,6.1,22.0,Low,5,Medium,No,No,No
Dev00105,27,Male,Hyderabad,Telangana,Single,B.Sc Cs,Consulting,201-1000,Sre,Freelance,2.4,20.15,2.2,No,56,49.0,Sometimes,Never,Yes - Minor (<5%),1,Python,Pytorch/Kubernetes,2.4,0.5,64.0,3.0,1.0,42.3,0.4,5.0,4.9,4.2,7.1,4.0,6.0,7.3,2.4,2,No,4.2,6.8,7.6,1.0,Low,2,Low,No,No,No
Dev00106,30,Male,Mumbai,Maharashtra,Single,B.Tech,Product-Based,201-1000,Data Engineer,Contract,3.8,24.73,0.4,Yes,75,45.6,Rarely,Rarely,Yes - Minor (<5%),1,Python,Flask/Redis/Aws,8.1,4.0,243.0,3.0,2.0,30.2,3.8,5.8,4.6,6.0,7.4,1.0,8.1,4.9,0.2,1,Yes - Regularly,2.9,4.7,8.7,6.0,High,7,High,Maybe,Yes,No
Dev00107,38,Female,Hyderabad,Telangana,Single,M.Tech,Service-Based,201-1000,Backend Developer,Full-Time,2.1,11.72,1.4,No,16,50.1,Rarely,Never,Yes - Major (>20%),0,Python,Flask/Redis/Aws,27.5,0.6,45.0,2.0,1.0,,4.9,3.0,2.6,1.0,5.4,3.0,7.3,3.8,1.0,5,No,2.3,3.5,8.0,2.0,Medium,5,Medium,No,No,No
Dev00108,29,Male,Pune,Maharashtra,Married,Mca,Startup,11-50,Full Stack Developer,Contract,1.1,19.44,1.1,Yes,43,53.7,Sometimes,Never,Yes - Major (>20%),4,Rust,Axum/Diesel/Gcp,3.9,5.9,323.0,3.0,0.0,34.5,15.0,5.0,7.1,5.9,3.9,6.0,4.7,4.0,2.5,3,Yes - Regularly,6.1,4.0,4.8,5.0,Low,4,Medium,Maybe,Yes,No
Dev00109,29,Male,Pune,Maharashtra,Single,B.Sc Cs,Consulting,11-50,Cloud Engineer,Contract,3.0,15.59,1.9,No,37,45.3,Sometimes,Never,Yes - Moderate (5-20%),1,Go,Gin/Grpc/Kubernetes,1.5,5.3,140.0,0.0,2.0,41.2,7.9,6.0,3.5,5.1,7.1,3.0,6.8,4.7,3.0,0,No,6.0,5.0,5.5,4.0,,6,Low,No,No,No
Dev00110,28,Male,Delhi,Delhi,Divorced,B.Tech,Government/Psu,1001-5000,Ml Engineer,Freelance,2.4,4.0,2.3,Yes,55,41.7,Always,Never,No,1,Go,Gin/Grpc/Kubernetes,7.1,0.3,409.0,2.0,2.0,30.1,3.3,5.0,5.7,4.2,5.5,3.0,6.1,7.3,5.6,2,Yes - Occasionally,1.3,3.3,8.6,2.0,Medium,0,Medium,No,Yes,No
Dev00111,21,Non-Binary,Ahmedabad,Gujarat,Married,B.E,Startup,11-50,Cloud Engineer,Full-Time,3.1,18.85,3.1,No,57,55.8,Rarely,Rarely,No,1,Scala,Spark/Akka/Kafka,0.9,3.1,204.0,2.0,1.0,56.8,0.2,2.7,6.1,3.2,7.7,3.0,6.9,6.7,6.5,1,No,5.8,6.7,5.4,12.0,Medium,6,Medium,Maybe,Yes,No
Dev00112,28,Male,Pune,Maharashtra,Married,B.Tech,Product-Based,201-1000,Cybersecurity Analyst,Full-Time,9.2,40.83,0.9,Yes,39,32.0,Rarely,Never,Yes - Minor (<5%),2,Java,Spring Boot/Mysql/Aws,1.7,6.2,220.0,0.0,2.0,37.9,0.3,6.0,1.9,4.5,8.2,3.0,8.5,6.2,1.6,3,No,4.0,5.2,7.7,5.0,Medium,4,Low,No,No,No
Dev00113,28,Male,Bengaluru,Karnataka,Divorced,Bca,Product-Based,51-200,Data Scientist,Contract,1.9,43.82,1.9,Yes,5,45.4,Rarely,Sometimes,Yes - Minor (<5%),1,Python,Flask/Redis/Aws,14.4,8.1,25.0,0.0,0.0,28.8,2.5,4.3,4.9,4.8,4.9,2.0,5.8,5.7,3.9,1,No,5.5,8.0,4.5,7.0,Medium,8,Low,No,Yes,No
Dev00114,41,Male,Delhi,Delhi,Single,B.Tech,Consulting,11-50,Full Stack Developer,Full-Time,0.9,22.38,0.9,No,4,43.7,Often,Rarely,Yes - Moderate (5-20%),3,C++,Embedded/Rtos/Bazel,1.6,0.2,98.0,5.0,0.0,4.0,2.5,2.2,1.0,3.1,6.6,2.0,9.0,6.8,3.5,1,No,5.4,7.8,6.5,12.0,Medium,2,Low,No,Yes,No
Dev00115,27,Female,Bengaluru,Karnataka,Married,B.E,Service-Based,1001-5000,Data Scientist,Full-Time,12.3,27.95,1.4,No,39,57.6,Rarely,Rarely,No,2,Javascript,Vue/Django/Postgresql,4.5,3.1,73.0,1.0,2.0,6.1,0.9,4.6,5.9,6.9,3.6,3.0,6.4,3.7,4.1,2,No,3.8,2.0,6.9,2.0,Medium,3,Medium,No,No,No
Dev00116,30,Prefer Not To Say,Chennai,Tamil Nadu,Single,M.Tech,Product-Based,201-1000,Devops Engineer,Full-Time,7.6,44.55,0.1,No,5,50.4,Always,Never,No,1,Dart,Flutter/Firebase/Bloc,11.0,22.0,186.0,2.0,1.0,7.7,0.3,6.2,6.2,4.7,7.0,5.0,7.0,4.9,1.1,2,No,3.6,3.8,6.5,32.0,Low,4,Medium,No,Yes,No
Dev00117,28,Male,Bengaluru,Karnataka,Single,B.Tech,Consulting,11-50,Full Stack Developer,Full-Time,0.5,13.23,0.1,No,37,58.9,Always,Never,Yes - Minor (<5%),1,Java,Microservices/Kafka/Docker,5.9,2.4,74.0,3.0,2.0,9.8,0.3,6.2,7.4,6.2,3.5,5.0,5.2,4.9,1.2,1,No,4.2,4.4,7.7,8.0,Low,6,High,Maybe,Yes,No
Dev00118,22,Male,Pune,Maharashtra,Married,Bca,Product-Based,1001-5000,Android Developer,Part-Time,2.1,35.84,0.9,Yes,42,49.2,Never,Rarely,Yes - Minor (<5%),0,Kotlin,Spring/Coroutines/Gcp,7.6,3.8,138.0,2.0,2.0,7.2,1.5,7.2,4.9,4.2,7.0,,4.5,5.4,2.7,1,No,5.1,4.2,6.6,2.0,Very High,10,Medium,Maybe,No,No
Dev00119,34,Female,Coimbatore,Tamil Nadu,Single,M.Tech,Startup,11-50,Sre,Full-Time,7.1,31.12,0.8,No,16,51.1,Rarely,Sometimes,Yes - Minor (<5%),3,Kotlin,Spring/Coroutines/Gcp,1.5,1.8,148.0,3.0,1.0,24.5,2.8,2.6,2.9,3.0,7.6,1.0,8.1,4.5,0.9,3,No,4.8,6.9,6.9,2.0,,5,Low,No,No,No
Dev00120,32,Male,Bengaluru,Karnataka,In A Relationship,B.Tech,Startup,11-50,Full Stack Developer,Full-Time,3.7,27.25,0.6,Yes,64,53.7,Sometimes,Sometimes,No,5,C#,Unity/C#/Mobile,9.0,0.3,52.0,0.0,1.0,14.0,0.1,5.7,6.5,4.2,4.4,2.0,7.0,6.0,1.2,4,No,4.7,6.7,6.9,3.0,Medium,6,Medium,Yes,No,No
Dev00121,32,Male,Pune,Maharashtra,Married,B.Tech,Product-Based,201-1000,Data Engineer,Contract,6.6,39.67,1.5,No,39,43.9,Often,Rarely,Yes - Minor (<5%),1,C#,.Net/Azure/Sql Server,2.5,11.7,124.0,2.0,,19.3,2.4,5.6,3.0,3.7,6.6,1.0,7.4,5.0,3.9,1,Yes - Occasionally,3.3,4.7,9.1,4.0,Medium,0,Low,No,No,No
Dev00122,23,Male,Hyderabad,Telangana,Married,M.Tech,Service-Based,201-1000,Devops Engineer,Full-Time,4.3,14.91,4.3,Yes,38,35.0,Never,Rarely,Yes - Major (>20%),0,Dart,Flutter/Firebase/Bloc,3.5,5.0,170.0,1.0,,11.3,2.3,2.9,3.3,2.2,4.0,1.0,7.2,4.5,7.8,3,Yes - Occasionally,2.5,3.0,7.8,1.0,,4,Low,No,No,No
Dev00123,35,Male,Ahmedabad,Gujarat,Single,M.Tech,Product-Based,1001-5000,Cybersecurity Analyst,Full-Time,15.7,64.36,2.4,No,41,49.7,Rarely,Rarely,No,2,Swift,Ios/Combine/Aws,3.5,3.7,125.0,2.0,2.0,10.8,7.1,5.4,4.8,5.4,6.0,2.0,6.0,6.7,0.9,2,No,2.4,2.7,7.9,10.0,Low,6,Low,No,No,No
Dev00124,21,Male,Delhi,Delhi,Married,Mba Tech,Startup,51-200,Backend Developer,Full-Time,6.4,44.81,3.2,No,83,56.8,Often,Never,No,3,Python,Pytorch/Kubernetes,3.8,8.3,62.0,3.0,0.0,40.9,0.1,2.9,3.9,3.7,5.0,7.0,7.8,5.4,1.7,3,No,3.1,4.0,5.3,4.0,,2,Low,No,Yes,No
Dev00125,31,Male,Hyderabad,Telangana,Single,M.Tech,Service-Based,1001-5000,Frontend Developer,Full-Time,0.6,8.56,0.4,No,5,59.2,Often,Often,No,3,Java,Spring Boot/Mysql/Aws,8.4,0.8,49.0,0.0,6.0,16.5,1.7,5.4,6.3,5.3,6.0,3.0,4.4,6.3,0.7,4,Yes - Occasionally,6.7,9.0,5.2,1.0,Medium,5,Medium,No,Yes,No
Dev00126,39,Female,Bengaluru,Karnataka,Married,M.Tech,Product-Based,201-1000,Full Stack Developer,Freelance,2.7,18.2,2.1,No,43,40.5,Rarely,Often,Yes - Minor (<5%),6,Ruby,Rails/Postgresql/Redis,3.3,10.2,46.0,1.0,4.0,7.8,2.0,4.2,4.2,1.0,6.6,1.0,8.1,5.7,1.1,4,No,3.9,4.8,5.5,1.0,,4,Low,No,Yes,No
